INFO 2025-12-17 10:58:37,495 autoreload 18224 19652 Watching for file changes with StatReloader
INFO 2025-12-17 13:04:30,900 log 9108 18936 "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 1761
INFO 2025-12-17 13:04:31,014 log 9108 18936 "GET /admin/auth/user/ HTTP/1.1" 200 13633
INFO 2025-12-17 13:04:31,142 log 9108 18936 "GET /admin/jsi18n/ HTTP/1.1" 200 16820
INFO 2025-12-17 13:04:39,909 log 9108 18936 "GET /admin/auth/user/2/change/ HTTP/1.1" 200 26605
INFO 2025-12-17 13:04:39,941 log 9108 18936 "GET /admin/jsi18n/ HTTP/1.1" 200 16820
INFO 2025-12-17 13:04:39,965 log 9108 23464 "GET /static/admin/js/calendar.js HTTP/1.1" 200 9159
INFO 2025-12-17 13:04:39,965 log 9108 20780 "GET /static/admin/js/admin/DateTimeShortcuts.js HTTP/1.1" 200 19698
INFO 2025-12-17 13:04:40,038 log 9108 23464 "GET /static/admin/img/icon-calendar.svg HTTP/1.1" 200 1112
INFO 2025-12-17 13:04:40,039 log 9108 20780 "GET /static/admin/img/icon-clock.svg HTTP/1.1" 200 805
INFO 2025-12-17 13:04:55,321 log 9108 23464 "POST /admin/auth/user/2/change/ HTTP/1.1" 302 0
INFO 2025-12-17 13:04:55,337 log 9108 23464 "GET /admin/auth/user/ HTTP/1.1" 200 13854
INFO 2025-12-17 13:04:55,371 log 9108 23464 "GET /admin/jsi18n/ HTTP/1.1" 200 16820
INFO 2025-12-17 13:04:56,685 log 9108 23464 "GET /admin/auth/user/2/change/ HTTP/1.1" 200 27046
INFO 2025-12-17 13:04:56,713 log 9108 23464 "GET /admin/jsi18n/ HTTP/1.1" 200 16820
INFO 2025-12-17 13:05:00,365 log 9108 23464 "GET /admin/auth/user/ HTTP/1.1" 200 13633
INFO 2025-12-17 13:05:02,596 log 9108 23464 "GET /admin/auth/user/2/change/ HTTP/1.1" 200 27046
INFO 2025-12-17 13:05:02,624 log 9108 23464 "GET /admin/jsi18n/ HTTP/1.1" 200 16820
INFO 2025-12-17 13:05:05,298 log 9108 23464 "GET /admin/auth/user/ HTTP/1.1" 200 13633
INFO 2025-12-17 13:05:06,331 log 9108 23464 "GET /admin/auth/user/1/change/ HTTP/1.1" 200 26568
INFO 2025-12-17 13:05:06,365 log 9108 23464 "GET /admin/jsi18n/ HTTP/1.1" 200 16820
INFO 2025-12-17 13:05:08,305 log 9108 23464 "GET /admin/auth/user/ HTTP/1.1" 200 13633
WARNING 2025-12-17 13:05:12,748 log 9108 15112 Forbidden: /api/plans/
WARNING 2025-12-17 13:05:12,748 log 9108 15112 "GET /api/plans/ HTTP/1.1" 403 82
WARNING 2025-12-17 13:05:13,932 log 9108 15112 Forbidden: /api/plans/
WARNING 2025-12-17 13:05:13,932 log 9108 15112 "GET /api/plans/ HTTP/1.1" 403 82
WARNING 2025-12-17 13:05:14,787 log 9108 15112 Forbidden: /api/plans/
WARNING 2025-12-17 13:05:14,787 log 9108 15112 "GET /api/plans/ HTTP/1.1" 403 82
WARNING 2025-12-17 13:05:16,110 log 9108 15112 Forbidden: /api/plans/
WARNING 2025-12-17 13:05:16,110 log 9108 15112 "GET /api/plans/ HTTP/1.1" 403 82
INFO 2025-12-17 13:05:20,854 log 9108 23464 "GET /admin/auth/user/2/change/ HTTP/1.1" 200 27046
INFO 2025-12-17 13:05:20,882 log 9108 23464 "GET /admin/jsi18n/ HTTP/1.1" 200 16820
WARNING 2025-12-17 13:06:55,722 log 9108 23480 Forbidden: /api/plans/
WARNING 2025-12-17 13:06:55,723 log 9108 23480 "GET /api/plans/ HTTP/1.1" 403 82
WARNING 2025-12-17 13:06:56,821 log 9108 23480 Forbidden: /api/plans/
WARNING 2025-12-17 13:06:56,822 log 9108 23480 "GET /api/plans/ HTTP/1.1" 403 82
INFO 2025-12-17 13:09:07,178 autoreload 9108 20124 D:\subscription_sys\config\settings.py changed, reloading.
INFO 2025-12-17 13:09:09,033 autoreload 19448 20856 Watching for file changes with StatReloader
ERROR 2025-12-17 13:09:18,541 log 19448 6240 Internal Server Error: /api/plans/
Traceback (most recent call last):
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\sqlite3\base.py", line 359, in execute
    return super().execute(query, params)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^
sqlite3.OperationalError: no such table: plans

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\subscription_sys\.venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\viewsets.py", line 125, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\views.py", line 509, in dispatch
    response = self.handle_exception(exc)
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\views.py", line 480, in raise_uncaught_exception
    raise exc
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\mixins.py", line 40, in list
    page = self.paginate_queryset(queryset)
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\generics.py", line 171, in paginate_queryset
    return self.paginator.paginate_queryset(queryset, self.request, view=self)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\pagination.py", line 204, in paginate_queryset
    self.page = paginator.page(page_number)
                ~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\paginator.py", line 177, in page
    number = self.validate_number(number)
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\paginator.py", line 160, in validate_number
    return self._validate_number(number, self.num_pages)
                                         ^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\utils\functional.py", line 47, in __get__
    res = instance.__dict__[self.name] = self.func(instance)
                                         ~~~~~~~~~^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\paginator.py", line 195, in num_pages
    if self.count == 0 and not self.allow_empty_first_page:
       ^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\utils\functional.py", line 47, in __get__
    res = instance.__dict__[self.name] = self.func(instance)
                                         ~~~~~~~~~^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\paginator.py", line 189, in count
    return c()
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\models\query.py", line 610, in count
    return self.query.get_count(using=self.db)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\models\sql\query.py", line 651, in get_count
    return obj.get_aggregation(using, {"__count": Count("*")})["__count"]
           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\models\sql\query.py", line 633, in get_aggregation
    result = compiler.execute_sql(SINGLE)
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\models\sql\compiler.py", line 1624, in execute_sql
    cursor.execute(sql, params)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 122, in execute
    return super().execute(sql, params)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 79, in execute
    return self._execute_with_wrappers(
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        sql, params, many=False, executor=self._execute
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 92, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 100, in _execute
    with self.db.wrap_database_errors:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\utils.py", line 94, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\sqlite3\base.py", line 359, in execute
    return super().execute(query, params)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^
django.db.utils.OperationalError: no such table: plans
ERROR 2025-12-17 13:09:18,556 log 19448 6240 "GET /api/plans/ HTTP/1.1" 500 200840
ERROR 2025-12-17 13:09:28,198 log 19448 13828 Internal Server Error: /api/plans/
Traceback (most recent call last):
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\sqlite3\base.py", line 359, in execute
    return super().execute(query, params)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^
sqlite3.OperationalError: no such table: plans

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "D:\subscription_sys\.venv\Lib\site-packages\django\views\decorators\csrf.py", line 65, in _view_wrapper
    return view_func(request, *args, **kwargs)
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\viewsets.py", line 125, in view
    return self.dispatch(request, *args, **kwargs)
           ~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\views.py", line 509, in dispatch
    response = self.handle_exception(exc)
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\views.py", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
    ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\views.py", line 480, in raise_uncaught_exception
    raise exc
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\views.py", line 506, in dispatch
    response = handler(request, *args, **kwargs)
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\mixins.py", line 40, in list
    page = self.paginate_queryset(queryset)
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\generics.py", line 171, in paginate_queryset
    return self.paginator.paginate_queryset(queryset, self.request, view=self)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\rest_framework\pagination.py", line 204, in paginate_queryset
    self.page = paginator.page(page_number)
                ~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\paginator.py", line 177, in page
    number = self.validate_number(number)
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\paginator.py", line 160, in validate_number
    return self._validate_number(number, self.num_pages)
                                         ^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\utils\functional.py", line 47, in __get__
    res = instance.__dict__[self.name] = self.func(instance)
                                         ~~~~~~~~~^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\paginator.py", line 195, in num_pages
    if self.count == 0 and not self.allow_empty_first_page:
       ^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\utils\functional.py", line 47, in __get__
    res = instance.__dict__[self.name] = self.func(instance)
                                         ~~~~~~~~~^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\core\paginator.py", line 189, in count
    return c()
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\models\query.py", line 610, in count
    return self.query.get_count(using=self.db)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\models\sql\query.py", line 651, in get_count
    return obj.get_aggregation(using, {"__count": Count("*")})["__count"]
           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\models\sql\query.py", line 633, in get_aggregation
    result = compiler.execute_sql(SINGLE)
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\models\sql\compiler.py", line 1624, in execute_sql
    cursor.execute(sql, params)
    ~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 122, in execute
    return super().execute(sql, params)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 79, in execute
    return self._execute_with_wrappers(
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~^
        sql, params, many=False, executor=self._execute
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 92, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 100, in _execute
    with self.db.wrap_database_errors:
         ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\utils.py", line 94, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
           ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^
  File "D:\subscription_sys\.venv\Lib\site-packages\django\db\backends\sqlite3\base.py", line 359, in execute
    return super().execute(query, params)
           ~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^
django.db.utils.OperationalError: no such table: plans
ERROR 2025-12-17 13:09:28,209 log 19448 13828 "GET /api/plans/ HTTP/1.1" 500 202829
INFO 2025-12-17 13:12:48,719 autoreload 19448 20856 D:\subscription_sys\config\settings.py changed, reloading.
INFO 2025-12-17 13:12:49,639 autoreload 9012 21184 Watching for file changes with StatReloader
INFO 2025-12-17 13:18:32,146 autoreload 12664 4984 Watching for file changes with StatReloader
WARNING 2025-12-17 13:18:55,178 log 9012 17596 Forbidden: /api/plans/
WARNING 2025-12-17 13:18:55,178 log 9012 17596 "GET /api/plans/ HTTP/1.1" 403 4976
INFO 2025-12-17 13:18:55,224 log 9012 1820 "GET /static/rest_framework/css/bootstrap-tweaks.css HTTP/1.1" 304 0
INFO 2025-12-17 13:18:55,225 log 9012 17596 "GET /static/rest_framework/css/bootstrap.min.css HTTP/1.1" 304 0
INFO 2025-12-17 13:18:55,229 log 9012 20140 "GET /static/rest_framework/css/prettify.css HTTP/1.1" 304 0
INFO 2025-12-17 13:18:55,231 log 9012 22316 "GET /static/rest_framework/css/default.css HTTP/1.1" 304 0
INFO 2025-12-17 13:18:55,232 log 9012 1820 "GET /static/rest_framework/js/csrf.js HTTP/1.1" 304 0
INFO 2025-12-17 13:18:55,233 log 9012 24820 "GET /static/rest_framework/js/jquery-3.5.1.min.js HTTP/1.1" 304 0
INFO 2025-12-17 13:18:55,234 log 9012 17596 "GET /static/rest_framework/js/bootstrap.min.js HTTP/1.1" 304 0
INFO 2025-12-17 13:18:55,234 log 9012 20140 "GET /static/rest_framework/js/prettify-min.js HTTP/1.1" 304 0
